dm_1,lai_2,foto_2,lai_1,temp_1,lai_3,lai_4,foto_1,mikro_1,meldug_4,straaling_1,straaling_3,dm_4,nedboer_3,middel_2,temp_3,dm_2,nedboer_1,meldug_1,middel_1,mikro_3,lai_0,dm_3,meldug_2,nedboer_2,straaling_4,temp_4,foto_3,udbytte,mikro_2,middel_3,temp_2,meldug_3,straaling_2,foto_4
13,5,9,5,0,3,1,10,3,0,1,1,53,2,1,1,25,2,6,2,2,3,48,0,2,0,2,18,69,3,2,0,0,0,8
7,1,4,2,1,1,0,6,0,0,0,0,17,2,0,0,9,0,3,0,2,0,19,6,2,2,0,8,35,3,2,3,2,1,2
15,2,8,3,0,1,0,11,0,0,1,1,23,2,2,1,24,0,5,3,2,1,29,3,1,1,0,7,41,3,2,3,4,1,0
11,2,8,4,0,1,0,8,3,4,2,0,20,1,3,2,19,1,8,3,1,1,29,5,2,0,0,10,38,2,1,0,5,0,0
21,7,12,6,0,6,2,13,1,0,1,0,77,2,1,0,36,0,2,2,3,3,69,0,1,2,2,23,17,0,0,1,0,1,11
9,5,13,5,0,3,1,7,2,0,2,1,62,2,3,0,27,2,0,2,2,3,57,0,1,0,2,21,2,0,2,1,0,1,9
13,4,9,4,1,2,0,9,3,0,1,1,36,2,0,1,25,2,5,2,3,3,44,2,1,0,1,14,52,2,0,0,0,1,0
8,4,10,4,1,3,1,7,2,0,0,0,52,1,2,0,20,0,0,0,0,1,39,0,2,0,0,14,69,3,1,1,0,0,12
18,5,11,5,1,3,1,13,1,0,1,0,65,2,3,0,32,1,1,1,2,3,51,0,0,0,0,15,5,0,3,1,0,3,12
13,6,11,6,2,5,1,10,0,0,0,1,64,0,1,0,27,0,3,1,0,3,60,1,2,0,0,24,4,2,2,2,0,0,9
11,2,7,2,0,2,1,8,2,0,0,1,53,1,1,0,17,2,7,3,2,2,37,3,2,1,0,15,69,2,2,1,0,3,14
14,3,13,4,1,2,1,10,0,0,0,1,52,2,2,1,33,0,5,1,3,2,47,0,0,2,0,13,68,0,0,2,0,3,7
14,5,10,5,0,3,1,10,2,0,0,0,57,0,3,1,28,1,3,0,1,3,48,0,1,0,2,15,72,3,2,3,0,0,9
0,0,0,0,0,0,0,1,2,0,0,0,3,1,2,1,0,2,7,1,2,3,2,4,1,2,2,3,42,3,0,0,0,1,3
7,6,13,5,0,4,1,7,3,0,2,1,56,2,3,1,24,0,8,2,2,2,48,0,1,0,2,18,72,1,1,3,0,1,9
15,3,10,4,1,2,1,11,2,0,1,0,55,2,1,1,27,1,0,3,2,1,43,0,0,1,0,13,71,1,1,3,0,1,11
9,1,5,2,2,1,0,7,0,0,0,2,17,1,2,1,15,1,7,3,3,3,24,7,0,2,0,8,35,0,2,2,0,0,0
8,3,8,3,1,2,1,7,3,0,0,0,34,0,2,1,17,1,5,0,0,3,32,4,2,2,1,11,51,2,3,1,0,0,5
10,3,10,3,0,3,1,7,0,0,0,0,54,0,2,0,22,1,7,0,0,3,49,2,0,1,1,19,70,1,1,0,0,1,8
11,5,14,5,0,3,1,8,2,0,2,1,58,1,1,2,30,1,0,2,1,1,50,0,1,1,1,16,74,2,2,0,0,1,9
9,5,11,5,0,4,1,8,1,0,0,0,53,2,1,0,25,1,6,1,3,3,49,0,1,0,2,18,69,3,1,3,0,1,7
16,5,10,5,1,3,1,11,3,0,3,1,59,1,3,2,27,1,6,2,3,3,49,1,0,1,0,16,74,0,1,0,1,1,11
19,5,10,5,3,3,1,12,3,0,1,0,63,2,2,0,31,2,8,2,2,2,56,0,1,0,0,18,4,3,2,0,0,0,10
16,3,9,4,0,2,1,12,1,0,1,1,61,0,1,1,27,0,2,3,0,1,51,2,1,2,1,17,2,3,1,3,0,1,11
15,5,11,5,0,3,1,10,0,0,0,3,62,0,3,0,29,0,3,1,0,3,63,6,2,0,0,24,3,2,0,0,8,1,6
7,4,13,4,3,3,1,7,2,0,2,1,53,0,0,0,26,1,5,0,1,3,49,8,2,2,2,18,69,2,1,0,0,1,7
18,4,9,4,2,2,1,12,0,0,1,0,50,0,0,1,28,0,5,1,1,3,40,4,1,2,0,11,67,2,2,0,0,1,10
11,0,0,3,0,0,0,9,3,0,1,1,3,2,1,2,5,1,5,3,3,2,8,7,0,1,0,5,53,0,2,0,2,0,0
12,5,13,5,0,3,1,9,1,0,2,1,59,1,2,1,30,1,8,1,1,2,52,1,2,0,0,16,74,3,0,3,0,3,9
14,6,12,6,0,4,1,10,2,0,0,0,61,0,0,0,28,2,2,1,1,2,54,0,0,0,1,19,2,1,1,0,0,1,10
17,6,12,6,1,4,1,12,1,0,0,0,59,1,0,1,33,0,0,1,3,2,53,0,1,2,2,15,74,3,2,0,0,0,8
11,6,12,6,3,4,1,8,3,0,0,0,56,1,0,1,28,2,8,2,3,3,49,4,1,2,1,16,72,2,0,1,0,1,9
18,3,10,4,0,2,1,12,0,0,3,0,53,0,0,1,30,0,4,3,0,1,51,2,1,2,1,15,69,2,0,0,0,1,6
20,3,12,4,0,2,1,14,2,2,3,1,64,0,0,1,35,2,5,3,0,3,54,5,0,1,2,15,5,0,3,2,6,1,11
16,5,12,6,0,3,1,11,0,0,0,0,64,2,0,0,33,0,4,0,2,2,54,0,2,2,0,17,5,2,1,2,0,1,10
17,4,9,4,2,2,0,12,2,1,0,1,39,1,1,2,29,2,1,1,3,1,40,0,2,2,2,11,56,3,3,0,0,0,5
11,1,6,2,2,0,0,8,0,0,0,0,17,2,1,0,15,0,5,3,2,0,13,5,1,1,1,3,35,0,0,0,2,1,6
12,5,10,5,0,3,1,9,1,0,0,3,63,1,0,0,23,0,8,0,3,3,54,4,2,0,1,22,4,2,1,0,0,0,10
10,4,10,4,1,3,1,8,3,0,0,1,54,0,1,1,24,1,1,3,1,1,45,1,0,0,0,17,70,1,3,0,0,0,9
18,2,8,3,2,1,0,12,2,0,1,1,34,0,2,1,26,1,5,1,1,2,41,4,1,2,2,13,51,1,2,0,0,0,0
10,2,7,4,3,0,0,8,1,4,2,3,24,1,3,2,19,1,3,3,1,3,21,5,1,2,2,5,43,1,1,1,7,0,5
14,2,8,3,2,2,1,11,0,1,1,1,47,1,2,2,24,0,1,3,3,0,37,0,1,0,2,12,63,0,3,0,0,1,9
13,4,9,4,3,3,1,10,1,0,0,3,56,0,3,1,24,0,8,0,0,2,48,0,0,0,1,17,72,0,3,2,0,0,10
19,5,11,6,0,3,1,12,1,0,1,0,60,1,2,1,32,0,6,0,1,3,51,1,0,0,1,16,1,0,1,1,0,0,10
13,7,11,7,0,5,2,10,0,0,0,1,67,1,3,1,28,0,0,2,0,3,57,0,2,0,0,21,7,3,0,3,0,1,11
15,2,7,3,0,1,0,11,0,0,1,1,20,1,1,1,21,0,2,0,0,0,27,0,1,0,0,8,38,1,3,1,0,0,0
18,6,11,6,1,4,1,12,3,0,1,0,69,0,2,1,33,2,2,3,1,3,61,2,1,2,0,20,9,3,0,0,0,1,10
16,5,10,5,0,4,1,12,2,0,0,0,59,1,0,1,28,2,3,3,3,3,52,3,0,0,0,17,74,0,2,1,1,0,8
6,4,11,4,0,3,1,6,0,0,2,0,47,0,3,0,22,1,1,2,1,1,45,0,2,1,0,17,63,2,1,0,0,1,7
7,3,12,2,0,2,0,6,3,0,2,1,37,2,0,1,24,2,5,1,3,0,38,6,2,0,2,12,54,2,1,2,0,1,3
20,5,14,5,2,4,1,14,0,0,1,1,69,0,1,0,38,0,1,1,0,2,63,0,1,0,2,19,9,2,1,2,0,1,8
22,6,11,5,2,4,1,15,2,0,3,1,71,2,1,0,37,2,2,3,2,3,69,0,2,0,1,22,10,2,1,2,0,1,8
5,1,6,1,0,1,0,5,0,0,1,0,16,2,0,1,12,0,7,2,3,4,22,2,2,0,1,9,35,2,2,0,0,1,0
9,4,10,4,1,3,1,8,3,1,0,1,54,1,1,0,22,1,2,0,3,1,52,0,2,0,2,20,70,3,3,3,0,0,7
17,4,9,5,0,3,1,13,2,0,1,3,66,2,1,1,28,2,8,2,3,3,56,0,1,1,1,20,6,3,3,0,0,0,11
14,4,9,4,3,3,1,10,1,0,0,0,53,2,1,1,26,0,3,0,2,1,49,4,2,2,1,17,69,3,0,3,0,0,7
17,5,13,5,1,3,1,11,1,0,1,2,54,2,0,1,34,0,6,2,3,2,47,0,1,0,0,12,70,2,2,2,0,1,8
11,3,11,3,1,2,1,9,3,0,3,1,49,1,3,1,27,2,0,2,0,0,41,0,0,0,0,13,66,0,1,0,0,1,8
13,3,9,3,1,2,1,10,3,0,1,0,51,1,0,1,25,2,8,2,2,1,40,2,1,0,1,12,68,0,3,2,0,0,11
13,4,7,4,1,3,1,10,2,0,0,2,47,0,2,0,22,2,4,2,0,1,40,0,2,0,2,14,63,3,0,0,0,0,9
12,4,10,3,0,3,1,10,3,0,1,1,57,0,0,1,25,1,7,2,1,3,47,4,2,1,1,16,72,2,3,0,0,1,10
12,4,14,4,0,3,1,10,2,0,0,1,57,1,1,2,32,2,8,0,3,1,53,1,2,1,2,16,72,2,1,1,0,3,7
22,6,10,6,0,4,1,14,3,0,1,0,70,1,2,0,32,1,6,1,2,3,61,0,1,1,1,20,10,1,2,3,0,0,11
3,0,3,1,1,0,0,4,1,6,1,1,0,0,1,0,4,0,7,3,1,0,0,7,1,2,0,0,0,1,3,1,6,0,0
12,7,13,6,0,5,1,8,1,0,2,1,63,2,1,1,30,1,6,2,2,3,55,0,1,2,0,18,3,3,2,1,0,1,9
10,2,9,2,0,1,0,7,0,0,0,1,30,1,1,0,23,0,7,1,0,3,37,2,2,0,2,13,48,2,1,0,0,1,0
13,5,14,6,0,4,1,10,1,0,0,0,57,2,1,1,34,0,8,3,2,3,52,3,1,2,1,15,72,3,2,2,2,1,8
14,4,10,4,0,3,1,10,3,1,0,1,55,1,0,0,25,2,4,1,3,1,49,0,2,0,2,18,70,3,3,1,0,0,7
13,5,13,5,0,3,1,9,0,0,0,1,46,0,2,2,28,0,6,1,1,2,46,0,2,2,0,14,62,2,1,2,0,1,6
16,4,11,5,0,3,1,12,3,0,1,1,67,2,3,0,30,1,2,2,2,2,58,0,1,1,1,21,7,3,0,0,0,1,10
7,3,6,3,3,2,1,6,1,0,2,0,45,0,2,1,12,0,4,2,1,0,31,0,0,0,0,14,61,1,2,3,0,2,12
14,6,11,6,0,4,1,10,0,0,0,1,65,2,2,1,29,0,1,3,3,3,54,1,2,0,0,19,6,3,0,3,0,0,12
10,4,11,5,0,3,1,8,0,0,2,1,49,2,0,1,25,0,1,0,3,2,49,0,2,2,0,17,65,3,1,1,0,1,6
13,6,14,6,0,4,1,9,2,0,2,0,62,0,3,1,32,2,0,0,0,3,52,0,0,2,1,15,3,1,2,0,0,3,10
8,4,11,4,0,3,1,7,0,0,2,1,52,2,0,1,24,0,0,2,3,1,45,0,1,0,2,15,68,3,1,1,0,0,8
14,3,10,4,0,1,0,10,2,7,0,0,32,2,3,2,26,1,8,3,3,2,34,3,1,2,2,8,49,2,3,0,5,3,3
12,4,8,4,3,2,1,9,3,0,1,1,42,0,3,1,19,2,1,1,1,1,34,0,2,1,2,12,59,3,2,3,1,0,9
13,5,10,5,0,4,1,9,1,0,2,1,62,0,0,0,25,0,3,2,1,3,50,1,2,2,0,18,3,3,3,0,0,0,11
18,4,9,4,0,2,1,13,1,0,3,1,40,1,3,2,27,0,2,2,3,2,39,0,1,0,2,11,57,0,1,1,0,0,5
14,5,17,5,0,3,1,11,2,0,1,1,64,1,1,1,40,2,4,3,3,1,60,2,2,0,2,16,4,2,2,2,0,3,7
13,4,10,5,0,2,1,10,3,0,2,1,52,2,0,0,25,2,0,0,2,1,43,0,0,2,1,13,68,0,0,2,0,0,10
11,5,11,6,3,3,1,9,3,0,0,0,46,0,3,1,26,2,2,0,1,3,45,0,1,2,0,14,62,0,2,0,0,1,6
9,4,11,4,1,2,1,8,3,0,0,1,62,2,0,0,24,2,1,0,3,1,48,0,2,0,0,18,3,2,0,1,0,1,12
19,7,10,7,0,4,1,13,2,0,1,0,63,1,2,1,31,2,2,2,0,4,50,0,0,0,0,15,3,2,1,1,0,0,12
6,2,6,4,0,1,0,6,0,0,2,2,15,2,1,2,11,1,5,3,3,2,19,5,0,0,1,8,33,1,0,1,2,0,1
6,3,9,4,1,2,1,6,2,0,2,1,48,2,0,0,17,2,2,2,2,1,38,0,1,1,1,15,65,2,0,0,0,0,10
17,5,10,5,0,3,1,12,3,2,3,2,52,2,3,0,27,2,3,2,2,3,46,1,2,0,0,15,68,3,3,3,1,1,7
14,4,12,5,0,3,1,10,2,0,0,3,58,2,0,1,30,2,2,1,3,1,51,0,1,0,1,16,73,0,3,1,0,1,9
17,6,9,6,1,4,1,12,2,0,1,0,55,0,3,2,27,2,1,0,1,3,49,0,2,2,1,18,71,2,1,1,0,0,9
13,2,8,2,2,1,0,9,2,8,1,0,29,1,3,1,22,2,7,2,1,3,31,4,2,0,0,9,47,2,3,0,4,1,3
18,5,9,5,0,3,1,12,2,0,1,0,51,0,2,1,29,2,6,3,1,3,47,6,2,2,1,14,67,3,2,2,0,0,9
15,7,12,7,0,5,2,11,1,0,0,1,73,2,2,1,30,0,0,0,2,3,63,0,0,2,2,23,13,1,0,2,0,0,12
12,6,9,6,1,5,2,9,3,0,2,3,70,2,1,2,22,1,2,0,3,3,55,0,2,0,1,22,9,3,3,0,0,0,14
15,6,13,7,0,5,2,10,2,1,0,0,67,0,3,2,31,1,6,2,1,4,53,1,2,0,1,16,7,2,3,0,0,1,14
18,5,14,5,3,3,1,12,3,0,1,1,72,1,2,1,36,1,8,0,2,2,63,1,2,0,2,19,13,2,1,2,0,1,11
14,2,6,5,3,1,1,10,3,0,0,2,38,0,1,0,20,0,8,3,0,3,33,5,1,2,0,11,55,0,1,1,6,0,7
12,7,14,7,1,6,2,9,2,0,0,3,71,0,0,2,32,1,1,1,1,4,62,0,2,2,2,20,10,3,2,3,0,1,10
14,6,11,7,2,4,1,11,2,0,0,0,68,1,2,0,28,1,4,1,3,3,58,0,0,0,1,20,8,0,2,0,0,1,11
15,5,11,5,2,3,1,11,2,0,0,0,63,2,2,0,30,1,4,2,2,3,54,0,1,0,1,17,4,2,0,0,0,0,10
17,4,13,4,0,3,1,11,1,0,0,1,58,2,2,1,35,0,5,1,3,3,57,4,1,2,1,16,73,2,0,1,0,1,7
9,2,7,3,2,1,0,7,0,4,2,1,24,2,0,1,15,0,7,3,3,2,30,5,0,1,0,11,41,0,0,0,6,0,0
9,1,5,2,0,0,0,7,3,6,0,0,13,2,3,1,14,2,7,2,2,3,9,5,0,0,1,0,32,1,1,1,7,0,5
13,7,11,7,1,5,2,10,1,0,0,0,64,1,2,2,28,1,2,2,3,4,57,0,1,2,1,20,4,2,1,1,0,0,11
14,5,8,6,3,4,1,10,2,0,0,0,48,1,0,1,23,2,4,3,1,2,42,6,2,2,0,15,65,2,1,1,0,0,8
11,4,12,5,0,3,1,9,2,0,0,0,49,0,2,1,29,2,1,1,1,2,48,0,2,2,0,15,66,2,3,2,0,0,6
9,2,5,2,1,1,0,7,0,0,0,0,24,1,3,1,11,0,5,1,3,0,24,1,1,2,2,10,43,2,2,0,1,2,4
4,0,3,1,0,0,0,4,0,1,1,1,1,2,0,0,5,0,7,3,2,0,0,5,1,2,1,0,31,2,0,0,6,0,3
16,6,9,6,1,4,2,12,2,0,0,0,66,2,2,1,27,1,1,0,3,3,52,0,0,0,2,18,6,1,0,1,0,0,13
15,4,9,6,3,3,1,10,1,4,0,1,52,1,0,1,26,0,4,3,3,3,52,3,0,2,0,20,68,0,0,1,4,0,6
15,3,10,3,2,2,1,11,0,0,1,3,56,0,1,1,27,0,3,0,1,0,50,4,1,2,2,17,72,1,1,0,0,1,8
9,2,8,2,0,1,0,8,1,0,3,0,16,1,3,1,18,0,3,2,2,0,21,1,1,0,1,6,34,2,0,0,0,0,0
9,1,10,4,0,0,0,8,1,4,2,3,16,1,3,2,23,0,5,3,1,3,22,7,2,2,1,3,35,2,0,2,7,3,0
12,3,9,3,0,2,1,9,2,0,0,1,49,1,2,0,23,2,4,1,1,0,43,0,1,2,1,15,66,0,1,0,0,1,8
17,5,10,6,0,3,1,13,1,0,1,1,60,1,2,2,29,0,0,0,0,2,54,0,1,1,0,18,1,1,3,3,0,0,9
12,5,9,5,1,3,1,10,3,0,1,2,50,2,2,0,24,2,2,2,2,2,44,0,0,2,2,16,66,1,2,1,0,0,9
12,3,8,3,2,3,1,9,2,0,1,0,40,1,0,0,20,2,5,3,1,1,38,8,1,2,2,14,57,2,2,1,2,1,6
8,2,7,3,0,1,0,7,1,0,2,1,24,0,2,1,15,1,0,1,1,1,23,0,2,2,2,8,43,3,2,3,0,0,4
10,3,10,3,0,2,1,9,2,2,1,1,36,2,3,2,21,2,5,0,3,3,34,6,2,2,1,11,52,2,2,1,8,1,5
9,4,11,5,0,3,1,7,1,0,2,0,49,2,0,0,23,0,6,0,3,2,46,4,1,0,1,17,66,3,2,3,0,1,6
13,3,8,3,2,3,1,10,0,1,0,3,59,2,3,0,21,0,3,0,3,1,54,4,0,2,2,22,74,0,0,2,4,0,8
8,2,8,2,1,1,0,6,2,0,0,0,20,2,2,1,18,2,3,1,3,0,26,1,2,0,2,8,38,3,2,1,0,1,0
24,5,10,6,2,4,1,16,0,0,3,3,73,2,2,1,36,0,0,2,2,4,66,0,2,0,1,23,13,3,1,0,0,0,10
15,6,11,6,2,4,1,11,2,0,0,1,62,0,2,0,29,2,1,1,0,3,53,0,0,1,0,18,3,0,0,1,0,1,11
13,5,11,5,1,3,1,10,2,0,0,0,53,1,0,1,26,2,6,3,1,3,47,8,1,2,2,16,69,1,0,1,1,1,8
10,4,9,4,2,3,1,9,2,0,0,2,40,2,3,1,18,2,3,1,2,3,37,0,1,2,1,14,57,0,2,2,0,0,6
0,0,1,0,0,0,0,1,3,6,0,1,0,0,1,0,0,2,7,3,0,2,4,7,0,2,2,4,0,1,3,1,6,2,0
15,5,11,5,0,3,1,11,1,0,1,0,58,0,0,1,31,0,1,3,1,2,54,8,2,2,1,17,73,2,0,0,1,1,8
16,4,10,5,1,3,1,11,0,0,1,0,56,0,2,1,27,0,2,3,1,3,48,1,2,0,1,15,72,3,1,1,0,1,10
7,4,11,4,1,2,0,7,0,0,2,0,34,2,1,2,20,0,3,3,3,2,40,8,2,2,1,15,51,2,0,2,1,0,1
16,7,12,6,3,5,2,12,1,0,0,0,65,2,2,1,33,0,0,0,3,3,54,0,2,2,1,17,5,2,2,0,0,1,10
13,2,9,3,0,2,1,10,3,0,1,1,54,2,1,0,25,1,7,2,2,3,43,1,2,0,1,14,70,3,1,0,0,1,11
14,4,10,4,0,3,1,11,0,0,0,1,53,2,3,2,27,0,1,2,3,1,46,0,2,2,0,15,69,3,0,0,1,1,8
13,5,8,6,0,3,1,9,0,0,0,1,54,2,0,0,21,0,8,0,3,3,50,1,2,2,0,20,70,3,0,1,0,0,8
16,5,9,5,0,3,1,11,0,0,0,1,66,2,1,1,26,0,2,1,2,2,52,0,2,0,0,19,6,3,3,3,0,1,12
20,6,13,6,2,5,1,14,2,0,1,3,69,0,0,1,38,1,2,0,0,3,68,0,2,2,1,22,9,3,0,0,0,1,7
14,3,11,3,0,2,1,10,2,0,1,0,45,2,2,1,27,2,5,2,3,1,41,0,0,2,1,11,62,1,2,0,0,1,6
16,3,10,3,2,2,1,11,2,0,3,1,52,0,2,2,28,2,5,2,1,2,46,6,0,2,1,14,69,0,3,1,0,1,8
16,5,14,6,1,4,1,12,3,0,3,1,76,0,1,0,37,2,2,3,0,3,73,6,1,2,1,24,16,0,1,1,0,3,9
13,1,6,4,1,1,0,9,1,0,0,0,18,0,2,1,19,0,3,3,1,3,24,7,0,0,0,7,37,0,2,2,0,0,0
8,2,9,2,0,1,0,7,2,0,1,3,30,0,3,1,19,2,8,2,0,0,35,0,0,0,1,13,48,1,0,0,0,1,1
16,3,9,6,1,2,1,11,1,8,1,0,43,2,1,1,26,0,6,3,3,3,38,5,0,2,2,12,60,1,3,0,6,0,7
6,1,4,1,0,1,0,5,2,0,0,0,12,0,1,1,8,0,7,2,0,0,17,6,1,2,2,8,30,0,3,1,0,0,0
10,3,7,3,0,2,1,8,1,0,0,1,42,2,0,1,15,0,2,0,3,0,34,0,2,2,1,13,59,3,0,3,0,0,8
11,5,9,5,2,3,1,9,2,0,0,0,60,2,1,1,23,2,2,2,3,2,45,0,2,1,1,16,1,3,1,3,0,1,13
23,6,7,7,0,5,2,15,3,0,3,0,58,2,1,2,29,1,8,3,2,4,48,3,1,2,0,15,73,2,3,3,0,2,10
18,6,11,6,1,4,1,12,3,0,1,3,61,2,1,1,32,2,0,2,2,2,59,0,2,0,1,19,2,2,1,2,0,0,7
13,5,13,5,1,3,1,10,3,0,0,1,57,2,0,2,30,1,2,0,3,2,55,1,2,0,0,18,72,3,1,0,0,1,7
19,7,16,7,0,5,2,13,2,0,1,1,75,2,3,1,42,0,6,1,2,4,66,0,0,2,0,19,14,0,2,2,0,1,10
6,3,10,3,0,2,1,6,3,0,2,0,47,1,3,0,20,1,5,1,0,3,37,4,0,1,1,13,63,0,1,1,4,1,10
13,6,11,7,0,4,1,10,0,0,0,1,67,2,1,0,29,0,2,3,3,4,55,1,1,1,1,18,7,1,1,0,0,0,11
10,5,11,4,1,3,1,7,2,0,0,1,51,1,0,0,25,2,5,2,2,3,46,1,2,0,1,17,68,2,0,0,0,0,7
6,2,8,2,0,2,1,5,2,0,2,2,42,0,0,2,16,2,5,2,1,1,33,2,2,2,1,13,58,2,3,0,0,1,9
15,5,11,6,0,3,1,11,1,0,0,1,59,2,1,1,31,1,0,0,3,3,55,0,0,1,2,18,1,0,0,0,0,1,7
14,4,9,4,0,2,1,10,2,1,0,0,50,0,3,1,25,1,4,3,1,1,45,6,2,2,2,15,66,2,0,2,6,0,7
12,5,11,5,0,3,1,9,0,4,0,1,56,1,3,0,27,0,8,3,2,2,52,6,0,2,1,18,72,0,3,0,4,1,8
8,6,10,7,0,3,1,7,3,0,2,1,49,0,2,2,19,2,2,2,1,4,43,0,0,1,0,18,66,0,0,0,0,0,8
18,3,9,3,0,2,1,13,0,0,3,0,46,0,1,0,27,0,1,1,1,0,41,0,2,0,1,12,62,2,2,0,0,1,8
13,4,9,4,1,3,1,10,3,0,1,0,44,2,1,1,24,2,6,1,3,2,43,0,2,0,1,15,60,2,1,1,0,1,7
16,2,8,5,0,1,0,11,3,6,0,0,29,1,2,1,23,1,8,3,1,3,36,7,1,2,0,11,46,2,3,1,2,0,0
7,5,10,5,0,4,1,7,0,0,2,1,58,1,3,1,19,1,4,0,3,2,46,0,1,1,0,19,73,3,3,0,0,1,11
9,3,10,3,2,2,0,8,2,0,2,1,40,1,2,1,21,0,1,3,0,0,37,1,2,0,0,13,57,2,2,0,0,0,6
8,7,7,6,0,5,1,7,1,0,2,1,59,0,1,1,16,0,8,1,0,3,50,1,2,0,1,23,74,3,1,0,0,2,9
10,3,10,3,3,2,0,8,0,0,0,3,44,1,2,0,23,0,5,3,2,2,42,3,1,2,1,15,60,2,1,0,0,0,5
0,0,2,0,0,0,0,0,2,0,1,2,0,1,0,0,0,1,7,3,1,3,0,5,2,0,2,0,0,2,2,0,6,0,0
15,2,6,2,2,2,1,11,2,0,1,2,43,2,1,0,20,2,4,1,2,0,34,0,2,2,1,12,60,3,2,3,0,1,9
13,6,10,6,3,5,2,10,3,0,0,0,60,2,3,0,24,2,0,1,2,3,47,0,2,0,1,17,1,3,2,1,0,0,12
12,3,7,3,1,2,1,8,2,1,1,2,46,2,0,0,20,2,3,0,3,0,39,1,0,2,2,13,62,0,3,1,0,0,8
15,6,11,6,3,5,1,10,3,0,0,2,50,1,3,2,29,2,4,2,3,3,47,0,1,0,2,14,67,2,3,0,0,0,8
11,4,10,4,2,3,1,9,0,0,0,0,56,1,0,1,24,0,2,1,2,2,47,0,2,1,1,16,72,3,1,3,0,1,10
17,7,12,6,2,4,1,11,0,0,0,1,74,2,1,1,34,0,0,1,2,3,64,0,0,2,1,21,14,1,0,0,0,1,11
11,2,6,2,0,1,0,8,1,0,0,1,36,2,3,0,16,0,5,0,2,1,37,2,1,0,0,14,52,3,1,0,6,2,4
14,5,11,5,0,3,1,10,1,0,0,0,61,0,0,2,30,1,2,1,1,1,54,0,1,0,2,18,2,1,1,0,0,1,9
11,5,11,5,2,3,1,9,2,0,0,0,50,1,3,1,25,2,4,2,3,2,44,0,2,2,0,15,66,3,3,1,0,0,8
7,5,9,5,0,3,1,6,3,0,2,1,54,0,1,2,19,2,2,3,1,3,44,8,0,2,2,18,70,0,2,0,0,0,10
10,4,11,4,1,2,1,8,2,0,0,0,50,1,1,1,24,2,5,2,3,3,44,1,2,2,1,14,67,2,0,0,0,1,8
19,7,11,7,0,5,2,13,3,0,1,1,76,2,0,1,33,2,0,2,2,4,61,0,0,0,2,19,15,3,3,1,0,0,14
11,5,11,4,0,3,1,8,2,0,0,1,56,2,2,1,24,2,6,1,3,2,46,0,1,1,0,17,72,0,1,0,0,0,10
4,1,8,1,3,1,0,5,3,1,0,1,25,1,0,2,14,2,7,1,3,1,29,5,1,0,1,12,44,0,2,0,6,3,2
15,5,13,6,1,3,1,10,0,0,0,0,59,1,1,1,32,0,3,1,1,4,51,0,1,0,0,14,74,3,0,0,0,1,9
7,3,8,4,1,2,1,6,3,2,2,0,41,2,0,1,16,2,3,1,3,2,31,2,0,1,1,12,58,0,3,0,0,0,9
13,4,10,4,2,3,1,9,2,0,0,0,47,1,2,1,24,1,8,1,3,2,40,0,2,0,1,13,63,2,0,2,0,0,10
19,6,14,6,0,4,1,13,0,0,1,3,76,2,2,1,37,0,1,0,3,3,61,0,1,1,1,19,16,2,0,0,0,1,14
6,2,8,2,0,2,1,6,1,0,2,1,40,0,3,1,15,0,5,2,1,0,32,4,1,1,0,13,57,0,2,2,2,0,8
6,3,11,3,0,2,0,6,3,0,2,0,26,2,2,1,20,1,8,0,3,0,35,2,1,0,1,12,44,3,3,0,0,3,0
10,2,6,3,0,1,0,8,0,0,0,1,28,1,0,1,16,1,7,2,3,4,31,2,2,2,0,12,46,3,2,3,0,0,2
10,5,14,5,0,4,1,8,0,0,2,1,57,0,2,1,30,0,3,1,0,3,54,2,1,2,1,17,73,3,3,0,0,1,7
15,5,12,6,3,4,1,11,1,0,1,1,62,2,2,1,32,1,8,2,2,4,57,0,2,0,2,18,3,2,3,0,0,1,8
14,5,8,5,3,3,1,10,3,8,0,1,59,1,3,1,24,1,5,2,1,4,52,2,2,2,1,20,74,3,3,1,8,2,9
14,4,9,4,2,3,1,11,2,0,1,2,55,0,2,1,26,2,0,3,1,1,44,0,2,0,2,14,71,2,1,0,0,0,11
11,6,11,6,1,4,1,9,0,0,0,0,48,2,2,0,24,0,2,1,2,3,46,0,1,0,0,17,65,2,0,2,0,0,6
0,1,6,1,0,1,0,3,0,0,0,1,17,2,3,2,7,0,7,2,3,1,23,1,0,2,2,12,35,0,0,0,0,0,0
8,4,10,4,0,3,1,7,2,0,2,0,55,2,1,1,20,2,1,1,3,1,43,0,0,2,0,17,70,1,3,1,0,0,11
1,0,0,0,3,0,0,2,3,0,0,0,1,0,2,1,0,2,7,2,0,4,5,1,0,2,2,5,31,1,3,3,0,0,0
14,7,12,7,0,4,1,10,3,0,0,1,64,1,0,0,29,1,0,1,2,3,51,0,2,0,0,17,4,3,3,0,0,0,13
14,4,12,4,2,3,1,10,2,0,0,0,56,1,0,1,30,2,2,2,3,2,51,0,2,0,2,16,72,2,2,1,0,1,8
11,1,4,2,1,0,0,8,1,1,1,0,4,0,0,1,14,0,7,3,1,1,9,7,2,2,2,0,64,3,2,1,5,1,0
13,6,11,6,1,4,1,10,0,0,0,0,47,2,0,1,27,0,1,1,3,3,45,0,1,2,0,15,63,1,2,0,0,0,6
